capital,university,venture,enterprise,procurement_before,acc_short,procurement_after,energy_and_semiconductor,finance,ecology,bio,computer,service
42000.0,0.0,0.0,1.0,16007.0,True,0.0,0,0,0,0,0,1
13000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
64000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,1,0,0,0
70000.0,0.0,0.0,1.0,20000.0,False,50000.0,0,0,0,0,0,1
23000.0,0.0,0.0,0.0,3000.0,False,20400.0,0,0,0,0,1,0
7000.0,0.0,1.0,0.0,7000.0,False,55000.0,0,0,0,0,0,1
10000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,0,1
1000.0,0.0,1.0,0.0,1000.0,True,7000.0,0,0,0,0,0,1
30000.0,0.0,1.0,0.0,10000.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,0.0,1.0,0.0,True,0.0,0,0,0,0,1,0
10000.0,0.0,1.0,0.0,10000.0,False,0.0,0,0,0,0,1,0
2000.0,0.0,1.0,0.0,2000.0,False,0.0,0,0,0,0,0,1
50000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,1,0,0
10000.0,0.0,0.0,1.0,10000.0,False,0.0,0,0,0,0,1,0
100000.0,0.0,0.0,1.0,160000.0,False,0.0,0,0,0,1,0,0
30000.0,0.0,1.0,0.0,30000.0,False,0.0,0,0,0,0,1,0
2000.0,1.0,0.0,0.0,2000.0,False,0.0,0,0,0,0,1,0
100000.0,0.0,0.0,0.0,100000.0,False,0.0,0,0,0,0,0,1
8000.0,0.0,0.0,1.0,0.0,False,15000.0,0,0,0,0,1,0
99000.0,0.0,1.0,0.0,3000.0,False,0.0,0,0,0,0,0,1
10000.0,0.0,1.0,0.0,9500.0,False,0.0,0,0,1,0,0,0
52000.0,0.0,0.0,1.0,5000.0,False,0.0,0,1,0,0,0,0
113000.0,0.0,0.0,1.0,3000.0,False,110000.0,0,0,0,0,0,1
20000.0,0.0,0.0,1.0,20000.0,False,0.0,0,0,0,0,1,0
49000.0,1.0,0.0,1.0,5000.0,False,0.0,1,0,0,0,0,0
30000.0,0.0,1.0,0.0,30000.0,False,0.0,0,0,0,0,1,0
70000.0,1.0,1.0,0.0,900.0,False,30000.0,1,0,0,0,0,0
50000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,0,1
65000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,1,0,0
96000.0,0.0,1.0,0.0,94568.0,False,40143.0,0,0,0,0,1,0
22000.0,0.0,1.0,0.0,0.0,False,0.0,0,1,0,0,0,0
810.0,1.0,0.0,1.0,0.0,False,0.0,1,0,0,0,0,0
3000.0,0.0,1.0,0.0,3000.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,1.0,0.0,5000.0,False,0.0,0,0,0,0,1,0
50000.0,0.0,0.0,0.0,70000.0,False,0.0,0,0,0,1,0,0
5000.0,0.0,1.0,0.0,10000.0,False,0.0,0,0,0,0,1,0
40000.0,0.0,0.0,0.0,40000.0,False,0.0,1,0,0,0,0,0
6000.0,0.0,0.0,1.0,6000.0,False,0.0,0,0,0,1,0,0
23000.0,0.0,0.0,0.0,22740.0,False,0.0,0,0,0,0,0,1
34000.0,0.0,0.0,0.0,22740.0,False,0.0,0,0,0,0,0,1
84000.0,0.0,0.0,1.0,77720.0,False,0.0,0,1,0,0,0,0
151000.0,0.0,0.0,1.0,29550.0,True,83760.0,0,0,0,1,0,0
247000.0,1.0,1.0,0.0,1000.0,False,0.0,0,0,0,0,1,0
46000.0,0.0,0.0,0.0,3000.0,False,10000.0,0,0,0,0,1,0
88000.0,0.0,1.0,0.0,1000.0,False,30000.0,0,0,0,0,0,1
99000.0,0.0,0.0,1.0,10100.0,False,16100.0,0,0,0,0,1,0
32000.0,0.0,0.0,1.0,4000.0,False,0.0,0,0,0,0,0,1
133000.0,1.0,0.0,1.0,11500.0,False,0.0,0,0,0,1,0,0
92000.0,1.0,1.0,0.0,2000.0,False,2000.0,0,0,0,0,1,0
272000.0,0.0,1.0,0.0,9000.0,False,0.0,0,0,0,0,0,1
87000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
380000.0,0.0,0.0,1.0,5000.0,False,0.0,0,0,0,0,1,0
100000.0,0.0,1.0,0.0,50000.0,False,100000.0,0,0,0,0,1,0
15000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
2000.0,1.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
4000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,1,0,0
20000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,1,0,0
20000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
3000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,0.0,1.0,5000.0,False,0.0,0,0,0,0,0,1
325000.0,0.0,1.0,0.0,1000.0,False,80000.0,0,0,0,1,0,0
1000.0,0.0,0.0,1.0,0.0,False,1000.0,0,0,0,0,0,1
666000.0,0.0,0.0,1.0,1100.0,False,429998.0,0,0,0,1,0,0
4000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
50000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
6000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
100000.0,0.0,0.0,1.0,4000.0,False,16000.0,0,0,0,0,0,1
10000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
172000.0,1.0,0.0,0.0,22000.0,False,100000.0,0,0,0,1,0,0
9000.0,0.0,0.0,0.0,1000.0,False,0.0,0,0,0,0,1,0
400.0,0.0,0.0,1.0,400.0,False,0.0,0,0,0,0,1,0
14000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
145000.0,0.0,1.0,0.0,157500.0,False,0.0,0,0,0,0,0,1
70000.0,1.0,1.0,0.0,2500.0,False,24868.0,0,0,0,0,1,0
30000.0,0.0,1.0,0.0,97500.0,False,0.0,0,0,0,0,0,1
115000.0,0.0,0.0,1.0,26000.0,False,0.0,0,0,0,0,1,0
85000.0,0.0,1.0,0.0,9000.0,False,81000.0,0,0,0,0,0,1
302000.0,0.0,0.0,1.0,31497.0,False,450000.0,0,0,0,0,1,0
138000.0,0.0,1.0,0.0,1000.0,False,10000.0,0,0,0,0,1,0
205000.0,0.0,0.0,0.0,3000.0,False,0.0,0,0,0,0,1,0
414000.0,0.0,0.0,0.0,12688.0,False,101720.0,0,0,0,0,0,1
91000.0,0.0,1.0,0.0,189014.0,False,0.0,0,0,0,1,0,0
55000.0,0.0,0.0,1.0,4250.0,False,6250.0,0,0,0,0,1,0
200000.0,0.0,1.0,0.0,3300.0,False,0.0,0,0,0,0,0,1
215000.0,0.0,0.0,0.0,30000.0,False,10000.0,1,0,0,0,0,0
166000.0,0.0,0.0,1.0,16000.0,False,0.0,0,1,0,0,0,0
341000.0,0.0,1.0,0.0,5000.0,False,0.0,0,0,0,0,0,1
342000.0,0.0,0.0,1.0,1000.0,False,7500.0,0,0,0,0,1,0
34000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
10000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
10000.0,1.0,0.0,0.0,17009.0,False,0.0,0,0,0,0,0,1
76000.0,0.0,0.0,1.0,1407.0,False,0.0,0,0,0,0,0,1
10000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
100000.0,0.0,0.0,1.0,180000.0,True,0.0,0,0,0,0,0,1
4000.0,0.0,0.0,0.0,1000.0,False,0.0,0,0,0,0,0,1
100000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
100000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,0,1
98000.0,0.0,1.0,0.0,440.0,False,2170.0,0,0,1,0,0,0
651000.0,0.0,0.0,1.0,10000.0,True,39668.0,0,0,0,0,0,1
242000.0,0.0,0.0,1.0,25650.0,False,49875.0,0,0,0,0,1,0
205000.0,0.0,1.0,0.0,90000.0,False,0.0,0,0,0,0,1,0
122000.0,0.0,0.0,1.0,2000.0,True,0.0,0,0,0,0,0,1
312000.0,0.0,0.0,1.0,9200.0,False,0.0,0,0,0,1,0,0
884000.0,0.0,1.0,0.0,509330.0,False,9185.0,0,0,0,0,1,0
336000.0,0.0,1.0,0.0,60000.0,False,40000.0,0,0,0,0,1,0
67000.0,0.0,1.0,0.0,30000.0,False,70000.0,1,0,0,0,0,0
405000.0,0.0,1.0,0.0,379972.0,False,249978.0,0,0,0,0,0,1
68000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,1,0,0
4000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
261000.0,1.0,1.0,1.0,3100.0,False,3030.0,0,0,0,1,0,0
60.0,1.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
1000.0,1.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
68000.0,1.0,0.0,0.0,3000.0,False,10000.0,0,0,0,1,0,0
5000.0,1.0,0.0,0.0,0.0,False,0.0,1,0,0,0,0,0
15000.0,1.0,0.0,0.0,9000.0,False,0.0,0,0,0,1,0,0
10000.0,1.0,0.0,1.0,1500.0,False,1000.0,0,0,0,1,0,0
95000.0,1.0,0.0,0.0,20000.0,False,0.0,0,0,0,1,0,0
31000.0,1.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
10000.0,1.0,0.0,0.0,10000.0,False,0.0,1,0,0,0,0,0
14000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
58000.0,1.0,0.0,0.0,0.0,False,0.0,1,0,0,0,0,0
74000.0,0.0,0.0,1.0,100.0,True,7012.0,0,0,0,0,1,0
70000.0,0.0,0.0,0.0,0.0,False,0.0,0,1,0,0,0,0
187000.0,0.0,0.0,1.0,62000.0,False,40000.0,0,0,0,1,0,0
252000.0,1.0,0.0,0.0,51820.0,False,102000.0,0,0,0,0,1,0
300.0,0.0,1.0,0.0,300.0,False,0.0,0,0,0,0,0,1
118000.0,0.0,1.0,0.0,42952.0,False,185684.0,0,0,0,0,0,1
460000.0,0.0,0.0,0.0,60000.0,False,500200.0,0,0,0,0,0,1
203000.0,0.0,1.0,0.0,20000.0,False,40000.0,0,0,0,0,0,1
567000.0,0.0,1.0,0.0,237356.0,False,200460.0,0,0,0,0,0,1
35000.0,0.0,0.0,1.0,5000.0,False,0.0,0,0,0,0,0,1
214000.0,0.0,1.0,0.0,75000.0,False,0.0,0,0,0,0,0,1
750000.0,0.0,0.0,1.0,1500000.0,False,0.0,1,0,0,0,0,0
518000.0,0.0,0.0,0.0,5000.0,False,50000.0,0,0,0,0,1,0
999000.0,0.0,0.0,1.0,200.0,False,0.0,0,0,0,0,1,0
102000.0,0.0,1.0,0.0,10300.0,False,0.0,0,0,0,0,1,0
69000.0,0.0,1.0,0.0,3000.0,False,1000.0,0,0,0,0,1,0
175000.0,0.0,1.0,0.0,12990.0,False,17010.0,0,0,0,0,0,1
30000.0,0.0,0.0,0.0,1000.0,False,6000.0,0,0,0,0,1,0
193000.0,0.0,0.0,1.0,1000.0,False,0.0,0,0,0,1,0,0
411000.0,0.0,0.0,1.0,153000.0,False,602000.0,0,0,0,0,1,0
100000.0,0.0,0.0,0.0,723004.0,False,0.0,0,0,0,1,0,0
90000.0,0.0,0.0,0.0,390600.0,True,0.0,0,1,0,0,0,0
218000.0,0.0,1.0,1.0,7770.0,False,17230.0,0,0,0,0,0,1
50.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
224000.0,0.0,0.0,1.0,447000.0,False,0.0,1,0,0,0,0,0
51000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
10000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,0,1
97000.0,0.0,0.0,0.0,97000.0,False,0.0,0,0,0,0,0,1
12000.0,1.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
30000.0,0.0,0.0,1.0,500.0,False,0.0,0,0,0,0,1,0
29000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
10000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
50000.0,0.0,0.0,0.0,50000.0,False,0.0,0,1,0,0,0,0
6000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
125000.0,0.0,0.0,1.0,1000.0,True,130000.0,0,0,0,0,1,0
66000.0,0.0,1.0,0.0,9000.0,False,0.0,1,0,0,0,0,0
117000.0,0.0,1.0,0.0,50.0,False,0.0,0,0,0,0,1,0
100000.0,0.0,0.0,1.0,10000.0,False,0.0,0,1,0,0,0,0
51000.0,1.0,0.0,1.0,20000.0,False,0.0,0,0,0,1,0,0
274000.0,0.0,0.0,1.0,44990.0,False,0.0,0,0,0,0,0,1
280000.0,0.0,1.0,0.0,80000.0,False,0.0,0,0,0,0,0,1
300000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,1,0,0,0
59000.0,0.0,0.0,0.0,59000.0,False,0.0,0,0,0,0,0,1
13000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
104000.0,0.0,1.0,0.0,135500.0,False,8000.0,0,1,0,0,0,0
10000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
36000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
20000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
3000.0,0.0,0.0,0.0,3000.0,False,0.0,0,0,0,0,0,1
15000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
20000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
5000.0,1.0,0.0,0.0,5000.0,False,0.0,1,0,0,0,0,0
3000.0,0.0,0.0,0.0,3000.0,False,0.0,0,0,0,0,1,0
2000.0,0.0,0.0,1.0,2086.0,False,0.0,0,0,0,0,0,1
25000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
61000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
35000.0,0.0,0.0,1.0,5000.0,False,0.0,0,0,0,0,0,1
4000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,1,0,0
3000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
50000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
9000.0,0.0,0.0,0.0,9000.0,False,0.0,0,0,0,0,0,1
688000.0,0.0,0.0,0.0,1334000.0,False,0.0,0,0,0,1,0,0
5000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
3000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
24000.0,0.0,0.0,0.0,2000.0,False,0.0,0,0,0,0,0,1
1000.0,0.0,0.0,1.0,1000.0,False,0.0,0,0,0,0,0,1
30000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,0,1
2000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
9000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
30000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,0,1
30000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
20000.0,0.0,0.0,0.0,0.0,False,0.0,0,1,0,0,0,0
40000.0,0.0,0.0,1.0,0.0,False,0.0,0,1,0,0,0,0
5000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
35000.0,0.0,1.0,0.0,10000.0,False,0.0,0,0,0,0,1,0
24000.0,0.0,0.0,0.0,1000.0,False,0.0,0,1,0,0,0,0
31000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
10000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
30000.0,1.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,0,1
11000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,1,0,0
5000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,0,1
500.0,0.0,0.0,1.0,500.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
10000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
20000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
30000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
100000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,0,1,0
13000.0,0.0,0.0,1.0,1000.0,False,0.0,0,0,0,0,0,1
2000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
30000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,0.0,1000.0,False,0.0,0,0,0,1,0,0
500.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
2000.0,0.0,0.0,1.0,0.0,True,0.0,0,0,0,0,1,0
41000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,0.0,0.0,0.0,False,0.0,1,0,0,0,0,0
5000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
10000.0,0.0,0.0,1.0,0.0,False,0.0,0,0,0,0,1,0
3000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,0,1
4000.0,0.0,1.0,0.0,0.0,False,0.0,0,0,0,1,0,0
5000.0,0.0,0.0,0.0,0.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,0.0,1.0,5000.0,False,0.0,0,0,0,1,0,0
5000.0,0.0,0.0,0.0,5000.0,False,0.0,0,0,0,0,0,1
2000.0,0.0,1.0,0.0,2000.0,False,0.0,0,0,0,0,1,0
3000.0,0.0,1.0,0.0,3000.0,False,0.0,0,0,0,0,0,1
20000.0,0.0,1.0,0.0,20000.0,False,0.0,0,0,0,0,1,0
120000.0,0.0,0.0,1.0,120000.0,False,0.0,0,1,0,0,0,0
9000.0,0.0,0.0,0.0,9000.0,False,0.0,0,1,0,0,0,0
23000.0,0.0,0.0,1.0,23000.0,False,0.0,0,0,0,0,0,1
5000.0,0.0,0.0,1.0,5000.0,False,0.0,0,0,0,1,0,0
9550.0,0.0,0.0,1.0,9550.0,False,0.0,0,0,0,0,0,1
3000.0,0.0,0.0,0.0,3000.0,False,0.0,0,0,0,0,0,1
2050.0,0.0,1.0,0.0,2050.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,0.0,1.0,5000.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,0.0,1000.0,False,0.0,0,0,0,0,0,1
12000.0,0.0,0.0,1.0,12000.0,False,0.0,0,1,0,0,0,0
1440.0,0.0,0.0,0.0,1440.0,False,0.0,0,0,0,0,1,0
12000.0,0.0,0.0,1.0,212000.0,False,0.0,0,0,0,1,0,0
4000.0,0.0,0.0,0.0,4000.0,False,0.0,0,0,0,0,0,1
3000.0,0.0,0.0,0.0,3000.0,False,0.0,0,0,0,0,0,1
5000.0,0.0,0.0,0.0,5000.0,False,0.0,0,0,0,0,0,1
7000.0,0.0,0.0,0.0,7000.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,1.0,0.0,1000.0,False,0.0,0,0,0,0,1,0
100.0,0.0,0.0,0.0,20600.0,False,90000.0,0,0,0,1,0,0
2000.0,0.0,0.0,0.0,2000.0,False,0.0,0,0,0,0,0,1
3000.0,0.0,1.0,0.0,3000.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,1.0,1000.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,1.0,0.0,1000.0,False,0.0,0,0,0,0,0,1
1000.0,0.0,0.0,0.0,1000.0,False,0.0,0,0,0,0,0,1
3000.0,0.0,0.0,0.0,3000.0,False,0.0,0,0,0,0,0,1
500.0,0.0,1.0,0.0,1000.0,False,30000.0,0,0,0,0,1,0
8000.0,0.0,1.0,0.0,8000.0,False,0.0,0,0,0,0,0,1
3600.0,0.0,0.0,0.0,3600.0,False,0.0,0,0,0,0,1,0
3000.0,0.0,0.0,1.0,3000.0,False,0.0,0,0,0,0,0,1
100.0,0.0,0.0,1.0,100.0,True,0.0,1,0,0,0,0,0
10000.0,0.0,0.0,0.0,10000.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,0.0,1000.0,False,0.0,0,0,0,0,1,0
5000.0,0.0,0.0,1.0,5000.0,False,0.0,0,0,0,0,0,1
5000.0,0.0,0.0,1.0,5000.0,False,0.0,0,0,0,0,0,1
500.0,0.0,0.0,1.0,500.0,False,0.0,1,0,0,0,0,0
1000.0,0.0,0.0,0.0,1000.0,False,0.0,1,0,0,0,0,0
500.0,0.0,0.0,0.0,500.0,False,0.0,0,1,0,0,0,0
15000.0,0.0,1.0,0.0,16000.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,1.0,1000.0,False,0.0,0,1,0,0,0,0
8500.0,0.0,0.0,0.0,8500.0,False,0.0,0,0,0,0,1,0
10000.0,0.0,0.0,0.0,10000.0,False,0.0,1,0,0,0,0,0
10000.0,0.0,0.0,1.0,10000.0,False,0.0,0,0,0,0,1,0
10000.0,0.0,1.0,0.0,10000.0,False,140000.0,0,0,0,0,0,1
500.0,0.0,0.0,0.0,500.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,1.0,1000.0,False,0.0,0,0,0,0,0,1
3000.0,0.0,0.0,1.0,3000.0,False,0.0,0,0,0,0,0,1
300000.0,0.0,1.0,0.0,300000.0,False,0.0,0,0,0,0,0,1
1000.0,0.0,0.0,0.0,1000.0,False,0.0,0,0,0,0,1,0
1500.0,0.0,1.0,0.0,1500.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,0.0,6000.0,False,0.0,0,0,0,0,0,1
5000.0,0.0,0.0,0.0,5000.0,False,0.0,0,0,0,1,0,0
8880.0,0.0,0.0,0.0,8880.0,False,0.0,0,0,0,0,1,0
2000.0,0.0,0.0,0.0,2000.0,False,850.0,0,0,0,0,1,0
10000.0,0.0,0.0,0.0,10000.0,False,0.0,0,0,0,0,0,1
2500.0,0.0,0.0,1.0,2500.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,1.0,1000.0,False,0.0,0,0,0,0,1,0
2000.0,0.0,0.0,0.0,2000.0,False,0.0,0,0,0,0,0,1
8000.0,0.0,0.0,1.0,8000.0,False,0.0,0,0,0,0,0,1
5010.0,0.0,0.0,1.0,5010.0,False,0.0,0,0,0,0,1,0
10000.0,0.0,1.0,0.0,10000.0,False,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,1.0,1000.0,False,0.0,0,0,0,0,1,0
9000.0,0.0,0.0,0.0,9000.0,False,0.0,0,0,0,0,0,1
