capital,university,venture,enterprise,accelerator,procurement_before,timedelta,procurement_after,energy_and_semiconductor,finance,ecology,bio,computer,service,lgbm_pred,nn_pred
13000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.4510489911905955,0.51383483
61000.0,0.0,1.0,0.0,0.0,9900.0,,102000.0,0,0,0,0,1,0,0.264518445444929,0.48040032
27000.0,1.0,0.0,0.0,0.0,0.0,,24650.0,0,0,0,1,0,0,0.5095721326872544,0.45372784
18000.0,0.0,0.0,1.0,1.0,0.0,912.0,0.0,0,0,0,0,1,0,0.7119017858067404,0.4923101
37000.0,0.0,0.0,1.0,0.0,7000.0,,30000.0,0,0,0,0,0,1,0.5856381394972036,0.49839503
25000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.8029633098952286,0.4622686
23000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.4925548630355912,0.47082287
16000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.15026577365679689,0.5009535
52000.0,0.0,0.0,1.0,0.0,0.0,,99992.0,0,0,0,0,1,0,0.3493457293736021,0.35061264
2000.0,1.0,0.0,0.0,0.0,0.0,,0.0,1,0,0,0,0,0,0.5389794966936039,0.55927914
100000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.36282725382586506,0.19126421
58000.0,0.0,1.0,0.0,0.0,0.0,,29400.0,0,0,0,0,1,0,0.140727320749957,0.32747012
23000.0,0.0,1.0,0.0,0.0,3000.0,,32400.0,0,0,0,0,1,0,0.38757831978675666,0.549995
75000.0,0.0,0.0,0.0,0.0,30035.0,,0.0,0,0,0,0,1,0,0.6385501440337603,0.18779707
5000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.06787986946132717,0.5481672
90000.0,0.0,0.0,0.0,0.0,90000.0,,0.0,0,0,0,0,0,1,0.100141470453765,0.02948913
155000.0,1.0,0.0,0.0,0.0,0.0,,50000.0,1,0,0,0,0,0,0.3012914765768675,0.08865279
58000.0,0.0,1.0,0.0,0.0,11162.0,,50100.0,0,0,0,1,0,0,0.11742373575595937,0.45369104
100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,1,0,0,0.3012914765768675,0.19125989
6000.0,0.0,0.0,0.0,1.0,1000.0,534.0,0.0,0,0,0,0,1,0,0.16448455958169075,0.5616176
45000.0,0.0,1.0,0.0,1.0,0.0,768.0,30000.0,0,0,0,0,1,0,0.5537191888962434,0.37854007
29000.0,0.0,0.0,1.0,0.0,1200.0,,29610.0,0,0,0,0,1,0,0.701836115177337,0.554783
7000.0,0.0,1.0,1.0,1.0,0.0,640.0,28000.0,0,0,0,0,1,0,0.7374394081679113,0.5396137
10000.0,0.0,0.0,1.0,0.0,20000.0,,0.0,0,0,0,0,1,0,0.5241384375612208,0.30636883
94000.0,0.0,0.0,0.0,1.0,5000.0,596.0,25000.0,0,0,0,1,0,0,0.6574653285061911,0.5192099
202000.0,0.0,1.0,0.0,0.0,75000.0,,40690.0,0,0,0,0,0,1,0.1227039529236288,0.018063277
29000.0,0.0,0.0,1.0,1.0,6000.0,545.0,45470.0,0,1,0,0,0,0,0.7645501060374829,0.504978
104000.0,0.0,0.0,1.0,0.0,84000.0,,20000.0,0,0,0,0,0,1,0.14330243139034504,0.06294665
5000.0,0.0,0.0,1.0,0.0,10200.0,,0.0,0,0,0,0,0,1,0.6309549452472148,0.43063632
106000.0,0.0,0.0,1.0,0.0,108780.0,,0.0,0,0,0,0,1,0,0.2084676518255007,0.012645543
9000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.6020284839045936,0.53104913
4000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.09771164094857214,0.5524319
1000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.47932486957628456,0.5595382
9000.0,1.0,0.0,1.0,1.0,0.0,577.0,0.0,0,0,0,1,0,0,0.6020284839045936,0.53105414
90000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.3878694184792315,0.21913818
500.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.82538966566816,0.5596838
10000.0,0.0,0.0,1.0,0.0,10000.0,,0.0,1,0,0,0,0,0,0.4602516835959289,0.46648213
40000.0,0.0,0.0,0.0,1.0,20999.0,786.0,70000.0,0,0,0,0,1,0,0.7164370728161591,0.334597
15000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.14516349335467577,0.5052591
12000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.13596273436614217,0.51817286
15000.0,0.0,0.0,0.0,0.0,15000.0,,0.0,0,0,0,0,1,0,0.23721418991870477,0.41475648
5000.0,0.0,0.0,1.0,0.0,5000.0,,20000.0,0,0,0,0,0,1,0.5359813155577116,0.518924
49000.0,0.0,0.0,1.0,0.0,48383.0,,25293.0,0,0,0,0,0,1,0.1432997565989509,0.15066049
100000.0,0.0,0.0,1.0,0.0,1597500.0,,0.0,0,0,0,0,1,0,0.4293803715747288,0.0
33000.0,0.0,0.0,1.0,1.0,500.0,699.0,29950.0,0,0,0,0,0,1,0.6576078035559018,0.48479673
109000.0,0.0,0.0,0.0,0.0,9000.0,,100000.0,1,0,0,0,0,0,0.44277882519523754,0.51074994
5000.0,0.0,0.0,1.0,0.0,0.0,,68000.0,0,0,0,0,1,0,0.4125429854793541,0.5481663
109000.0,0.0,0.0,1.0,1.0,0.0,387.0,100000.0,0,0,0,0,0,1,0.623245347684842,0.16977495
31000.0,0.0,0.0,1.0,0.0,56000.0,,0.0,0,0,0,0,0,1,0.2294675625966537,0.061569273
35000.0,0.0,0.0,1.0,0.0,25000.0,,0.0,1,0,0,0,0,0,0.2963640449746133,0.3501491
16000.0,0.0,1.0,0.0,1.0,9500.0,625.0,0.0,0,0,0,0,0,1,0.13561226225835127,0.47188544
65000.0,0.0,0.0,1.0,0.0,65000.0,,0.0,0,1,0,0,0,0,0.05331981189647872,0.0798831
55000.0,0.0,1.0,0.0,0.0,80025.0,,0.0,0,0,0,0,1,0,0.021481976315973362,0.02327025
37000.0,0.0,1.0,0.0,0.0,0.0,,32000.0,0,0,0,0,1,0,0.36889893267664997,0.41145235
16000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,1,0,0,0.4562871394028334,0.50095385
60000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.3493457293736021,0.31992158
46000.0,0.0,1.0,0.0,0.0,21000.0,,0.0,0,0,0,0,1,0,0.44378583127705984,0.308239
1000.0,1.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.82538966566816,0.55954903
22000.0,0.0,1.0,0.0,0.0,12040.0,,31180.0,0,0,0,0,0,1,0.17503236566529667,0.43693095
26000.0,0.0,0.0,0.0,1.0,0.0,598.0,0.0,0,0,0,0,1,0,0.5381098494764959,0.45796752
1000.0,0.0,0.0,0.0,1.0,0.0,456.0,0.0,0,0,0,0,0,1,0.47932486957628456,0.5595382
100.0,1.0,0.0,0.0,0.0,99100.0,,102000.0,0,0,0,1,0,0,0.2216252936666354,0.0016104281
2000.0,0.0,0.0,0.0,0.0,122000.0,,0.0,0,0,0,0,0,1,0.7069127391025559,0.00027766824
85000.0,0.0,0.0,1.0,0.0,169000.0,,0.0,0,0,0,0,0,1,0.49555374122391277,0.00012104512
13000.0,0.0,0.0,1.0,1.0,23004.0,473.0,50000.0,0,0,0,0,0,1,0.16530216339941858,0.28013235
92000.0,0.0,1.0,0.0,1.0,54000.0,987.0,0.0,0,0,0,0,1,0,0.5413735779729966,0.1195091
277000.0,0.0,0.0,1.0,0.0,108620.0,,126750.0,0,0,0,0,1,0,0.2084676518255007,0.0023781657
2000.0,0.0,0.0,0.0,1.0,0.0,17.0,50000.0,0,0,0,0,1,0,0.730954883942631,0.559278
8000.0,1.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.11175761289224993,0.53534055
3000.0,0.0,1.0,0.0,0.0,500.0,,50000.0,0,0,0,0,0,1,0.6120859899958518,0.5614766
42000.0,0.0,0.0,0.0,0.0,19600.0,,63050.0,0,0,0,0,0,1,0.5934669486795479,0.32814145
3000.0,0.0,0.0,0.0,1.0,3000.0,274.0,15000.0,0,0,0,0,1,0,0.5588217542294722,0.5398864
300000.0,0.0,0.0,1.0,0.0,510642.0,,0.0,0,0,0,0,1,0,0.4293803715747288,2.516383e-12
70000.0,0.0,0.0,0.0,0.0,9980.0,,9980.0,1,0,0,0,0,0,0.6311062285281992,0.4917066
93000.0,0.0,0.0,1.0,0.0,166980.0,,0.0,0,0,0,0,1,0,0.4696795155217723,0.00017097592
91000.0,0.0,1.0,0.0,0.0,131200.0,,0.0,0,0,0,1,0,0,0.30536097384093114,0.0018548965
21000.0,0.0,0.0,0.0,0.0,20000.0,,0.0,0,0,0,0,0,1,0.2602109575312412,0.37117478
17000.0,0.0,1.0,0.0,0.0,32497.0,,76580.0,0,0,0,0,1,0,0.2907408176531087,0.18446392
78000.0,0.0,0.0,1.0,1.0,6453.0,420.0,71904.0,0,0,0,0,0,1,0.838028946047163,0.5278376
30000.0,0.0,1.0,0.0,0.0,15000.0,,0.0,0,0,0,0,0,1,0.23940665753091217,0.3921441
2000.0,0.0,0.0,0.0,0.0,1500.0,,0.0,0,0,0,0,1,0,0.6735882535270804,0.5580701
2000.0,0.0,0.0,1.0,0.0,2000.0,,0.0,0,0,0,0,0,1,0.6206433407753678,0.5503477
34000.0,0.0,0.0,0.0,1.0,20050.0,618.0,28210.0,0,0,0,0,0,1,0.4168115495352331,0.3637833
14000.0,0.0,0.0,0.0,0.0,12500.0,,0.0,0,0,0,1,0,0,0.08924455992001418,0.4504883
89000.0,0.0,0.0,0.0,0.0,50.0,,100000.0,0,0,0,0,0,1,0.6501276979220736,0.22568613
40000.0,1.0,0.0,0.0,0.0,25000.0,,30000.0,0,0,0,0,1,0,0.5005123352476765,0.32756466
181000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.623245347684842,0.060078382
50000.0,0.0,0.0,0.0,0.0,99900.0,,0.0,0,0,0,0,0,1,0.0175352711587463,0.005373329
75000.0,0.0,1.0,0.0,0.0,105000.0,,0.0,0,0,0,0,0,1,0.09583878860996058,0.0072547197
10000.0,0.0,1.0,0.0,0.0,10000.0,,0.0,0,0,0,0,1,0,0.23557173313780141,0.46645907
66000.0,0.0,1.0,0.0,0.0,66120.0,,0.0,0,0,0,0,1,0,0.26499424923116593,0.07625911
14000.0,1.0,0.0,1.0,0.0,6100.0,,20000.0,0,0,0,1,0,0,0.30248130877802293,0.48868722
125000.0,0.0,1.0,0.0,0.0,183950.0,,0.0,0,0,0,0,1,0,0.2806296517792793,0.00012359023
6000.0,1.0,0.0,1.0,1.0,0.0,640.0,0.0,1,0,0,0,0,0,0.5693851372666308,0.54391146
74000.0,1.0,0.0,1.0,0.0,145504.0,,0.0,1,0,0,0,0,0,0.49555374122391277,0.0004505515
135000.0,0.0,0.0,0.0,0.0,9900.0,,250000.0,0,0,0,0,1,0,0.6925335715899011,0.49647915
22000.0,0.0,0.0,0.0,0.0,2000.0,,0.0,0,0,0,0,1,0,0.27839058100694347,0.5585079
44000.0,0.0,0.0,1.0,0.0,83730.0,,0.0,0,0,0,0,1,0,0.17177585876522253,0.013714522
11000.0,0.0,0.0,0.0,1.0,10000.0,554.0,0.0,0,0,0,0,0,1,0.32139657132388183,0.47321454
23000.0,0.0,0.0,0.0,1.0,500.0,24.0,20000.0,0,0,0,0,0,1,0.6255720169718744,0.52508605
42000.0,0.0,0.0,1.0,1.0,16007.0,208.0,3001.0,0,0,0,0,0,1,0.6732948463165577,0.34589827
13000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.14117666168507692,0.51386726
64000.0,0.0,1.0,0.0,0.0,41000.0,,0.0,0,0,1,0,0,0,0.09324539651093099,0.20921636
70000.0,0.0,0.0,1.0,0.0,70000.0,,0.0,0,0,0,0,0,1,0.3094919881749919,0.06574857
23000.0,0.0,0.0,0.0,0.0,23400.0,,0.0,0,0,0,0,1,0,0.37437545875959904,0.33006084
7000.0,0.0,1.0,0.0,0.0,62000.0,,150000.0,0,0,0,0,0,1,0.4401750246629361,0.01434648
10000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.07414264607366697,0.5267668
1000.0,0.0,1.0,0.0,1.0,1000.0,83.0,77000.0,0,0,0,0,0,1,0.6826961399286381,0.5607698
30000.0,0.0,1.0,0.0,0.0,44995.0,,0.0,0,0,0,0,1,0,0.21962303825759727,0.11919376
10000.0,0.0,1.0,0.0,0.0,10000.0,,0.0,0,0,0,0,1,0,0.23557173313780141,0.46645907
2000.0,0.0,1.0,0.0,0.0,2000.0,,0.0,0,0,0,0,0,1,0.6992185588723633,0.55034405
50000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,1,0,0,0.10852455283154278,0.35852987
10000.0,0.0,0.0,1.0,0.0,10000.0,,0.0,0,0,0,0,1,0,0.5797180005547642,0.46646357
100000.0,0.0,0.0,1.0,0.0,160000.0,,450000.0,0,0,0,1,0,0,0.45006217794791664,0.0003299117
30000.0,0.0,1.0,0.0,0.0,30000.0,,0.0,0,0,0,0,1,0,0.21962303825759727,0.27403674
2000.0,1.0,0.0,0.0,0.0,2000.0,,0.0,0,0,0,0,1,0,0.6735882535270804,0.5503275
100000.0,0.0,0.0,0.0,0.0,100000.0,,0.0,0,0,0,0,0,1,0.08607704412830276,0.01957488
8000.0,0.0,0.0,1.0,0.0,15000.0,,0.0,0,0,0,0,1,0,0.6993530414995387,0.37087116
99000.0,0.0,1.0,0.0,0.0,3000.0,,92000.0,0,0,0,0,0,1,0.42730858033764446,0.43655318
10000.0,0.0,1.0,0.0,0.0,9500.0,,0.0,0,0,1,0,0,0,0.12485170172044147,0.4750824
52000.0,0.0,0.0,1.0,0.0,5000.0,,94600.0,0,1,0,0,0,0,0.43059680601222566,0.54207623
113000.0,0.0,0.0,1.0,0.0,113000.0,,0.0,0,0,0,0,0,1,0.43364692372832025,0.011434346
20000.0,0.0,0.0,1.0,0.0,20000.0,,0.0,0,0,0,0,1,0,0.4979754379100525,0.3648712
49000.0,1.0,0.0,1.0,0.0,34000.0,,0.0,1,0,0,0,0,0,0.16740781573161256,0.274503
30000.0,0.0,1.0,0.0,0.0,30000.0,,0.0,0,0,0,0,1,0,0.21962303825759727,0.27403674
70000.0,1.0,1.0,0.0,0.0,35900.0,,25000.0,1,0,0,0,0,0,0.43154433652259994,0.19621766
50000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.270995574138979,0.3585207
65000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,1,0,0,0.10852455283154278,0.30151433
96000.0,0.0,1.0,0.0,0.0,134711.0,,0.0,0,0,0,0,1,0,0.26738945143757337,0.0016631186
22000.0,0.0,1.0,0.0,0.0,22000.0,,0.0,0,1,0,0,0,0,0.14212909205591426,0.34564668
810.0,1.0,0.0,1.0,0.0,0.0,,0.0,1,0,0,0,0,0,0.5649595694981554,0.5595936
3000.0,0.0,1.0,0.0,0.0,3000.0,,0.0,0,0,0,0,1,0,0.7635955163676568,0.53988767
5000.0,0.0,1.0,0.0,0.0,5000.0,,0.0,0,0,0,0,1,0,0.30864161894738545,0.5189064
50000.0,0.0,0.0,0.0,0.0,70000.0,,0.0,0,0,0,1,0,0,0.03229903050086635,0.039774567
5000.0,0.0,1.0,0.0,0.0,10000.0,,0.0,0,0,0,0,1,0,0.6501595718900242,0.43403336
40000.0,0.0,0.0,0.0,0.0,52247.0,,0.0,1,0,0,0,0,0,0.3461764356626966,0.096713215
6000.0,0.0,0.0,1.0,0.0,6000.0,,0.0,0,0,0,1,0,0,0.6484923576745385,0.508419
23000.0,0.0,0.0,0.0,0.0,22740.0,,0.0,0,0,0,0,0,1,0.24517619820760042,0.34022912
34000.0,0.0,0.0,0.0,0.0,22740.0,,0.0,0,0,0,0,0,1,0.2208563075112692,0.35885742
84000.0,0.0,0.0,1.0,0.0,77720.0,,0.0,0,1,0,0,0,0,0.3094919881749919,0.056887716
151000.0,0.0,0.0,1.0,1.0,29550.0,270.0,170000.0,0,0,0,1,0,0,0.5713626541784591,0.27364784
247000.0,1.0,1.0,0.0,0.0,121000.0,,0.0,0,0,0,0,1,0,0.26738945143757337,0.0034986436
46000.0,0.0,0.0,0.0,1.0,13000.0,747.0,0.0,0,0,0,0,1,0,0.6435903792492872,0.4048499
88000.0,0.0,1.0,0.0,1.0,31000.0,760.0,144000.0,0,0,0,0,0,1,0.43154433652259994,0.19029883
99000.0,0.0,0.0,1.0,0.0,66100.0,,301145.0,0,0,0,0,1,0,0.37075600306885553,0.09672582
32000.0,0.0,0.0,1.0,0.0,4000.0,,25000.0,0,0,0,0,0,1,0.4127698153020874,0.54491293
133000.0,1.0,0.0,1.0,0.0,11500.0,,50063.0,0,0,0,1,0,0,0.6659847128283212,0.4974632
92000.0,1.0,1.0,0.0,0.0,40000.0,,3000.0,0,0,0,0,1,0,0.5793789377959181,0.13170126
272000.0,0.0,1.0,0.0,0.0,113000.0,,0.0,0,0,0,0,0,1,0.2446234349822423,0.0022556484
87000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.4567519925414775,0.22809142
380000.0,0.0,0.0,1.0,0.0,5000.0,,0.0,0,0,0,0,1,0,0.8602720954095961,0.018288702
100000.0,0.0,1.0,0.0,0.0,150000.0,,100000.0,0,0,0,0,1,0,0.2806296517792793,0.0006518662
15000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.16620039665053285,0.50523144
2000.0,1.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.5389794966936039,0.5592691
4000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,1,0,0,0.43658756295119605,0.55242974
20000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,1,0,0,0.35208086292706064,0.4837413
20000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.35208086292706064,0.48373616
3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.42431360401065027,0.5567234
5000.0,0.0,0.0,1.0,0.0,5000.0,,0.0,0,0,0,0,0,1,0.5359813155577116,0.518924
325000.0,0.0,1.0,0.0,0.0,254500.0,,155000.0,0,0,0,1,0,0,0.2571319992794279,0.00020480156
1000.0,0.0,0.0,1.0,0.0,81000.0,,223500.0,0,0,0,0,0,1,0.20532580067003575,0.0049485564
666000.0,0.0,0.0,1.0,0.0,431098.0,,900000.0,0,0,0,1,0,0,0.45006217794791664,6.460799e-08
4000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.3519026806404089,0.5524658
50000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.3493457293736021,0.35849527
6000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.17576700905596185,0.543916
100000.0,0.0,0.0,1.0,0.0,20000.0,,1098000.0,0,0,0,0,0,1,0.700525554494544,0.35872906
10000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.10176681079944289,0.5267557
172000.0,1.0,0.0,0.0,0.0,122000.0,,70800.0,0,0,0,1,0,0,0.26533975925411757,0.015542477
9000.0,0.0,0.0,0.0,1.0,16000.0,680.0,0.0,0,0,0,0,1,0,0.576686528396233,0.36114788
400.0,0.0,0.0,1.0,0.0,400.0,,0.0,0,0,0,0,1,0,0.8197303219638643,0.5638437
14000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.14117666168507692,0.5095639
145000.0,0.0,1.0,0.0,0.0,157500.0,,428660.0,0,0,0,0,0,1,0.2571319992794279,0.0012709498
70000.0,1.0,1.0,0.0,1.0,32272.0,716.0,75600.0,0,0,0,0,1,0,0.5841685711921252,0.20078492
30000.0,0.0,1.0,0.0,0.0,287594.0,,-42453.0,0,0,0,0,0,1,0.1346169075149628,9.064083e-10
115000.0,0.0,0.0,1.0,0.0,228940.0,,0.0,0,0,0,0,1,0,0.4293803715747288,4.446188e-06
85000.0,0.0,1.0,0.0,0.0,160000.0,,0.0,0,0,0,0,0,1,0.32910520579341,0.00022351742
302000.0,0.0,0.0,1.0,0.0,481497.0,,0.0,0,0,0,0,1,0,0.4293803715747288,1.930115e-11
138000.0,0.0,1.0,0.0,0.0,82000.0,,193200.0,0,0,0,0,1,0,0.10210274052826089,0.04124394
205000.0,0.0,0.0,0.0,0.0,60973.0,,349740.0,0,0,0,0,1,0,0.2432603646445013,0.051118672
414000.0,0.0,0.0,0.0,0.0,114408.0,,0.0,0,0,0,0,0,1,0.26533975925411757,0.0038145483
91000.0,0.0,1.0,0.0,0.0,332234.0,,350976.0,0,0,0,1,0,0,0.31966099422992583,8.556988e-10
55000.0,0.0,0.0,1.0,0.0,10500.0,,0.0,0,0,0,0,1,0,0.34868736956009566,0.46126553
200000.0,0.0,1.0,0.0,0.0,3300.0,,393655.0,0,0,0,0,0,1,0.42568066150747297,0.1568203
215000.0,0.0,0.0,0.0,0.0,180000.0,,50000.0,1,0,0,0,0,0,0.27851705084712614,0.0017862916
166000.0,0.0,0.0,1.0,1.0,46000.0,542.0,150919.0,0,1,0,0,0,0,0.5713626541784591,0.1121043
341000.0,0.0,1.0,0.0,0.0,162000.0,,425770.0,0,0,0,0,0,1,0.2571319992794279,0.00038146973
342000.0,0.0,0.0,1.0,1.0,13500.0,424.0,157624.0,0,0,0,0,1,0,0.8143553519194647,0.35422322
34000.0,0.0,0.0,0.0,1.0,0.0,996.0,0.0,0,0,0,0,1,0,0.41951856278663197,0.4240151
10000.0,0.0,0.0,1.0,0.0,0.0,,0.0,0,0,0,0,1,0,0.46839468462055495,0.5267397
10000.0,1.0,0.0,0.0,0.0,100128.0,,0.0,0,0,0,0,0,1,0.0652079458327229,0.0008369386
76000.0,0.0,0.0,1.0,0.0,1407.0,,0.0,0,0,0,0,0,1,0.8172636622693014,0.39849484
10000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0.0771976937890012,0.52676255
